season,eliminator,id,inning,batting_team,bowling_team,runs,extras,deliveries,wickets,dots,singles,doubles,threes,fours,sixers,extra_deliveries,bowled,catches,run_outs
2013,N,598032,1,Sunrisers Hyderabad,Rajasthan Royals,133,11,120,9,56,33,12,0,16,2,9,1,8,0
2013,N,598032,2,Rajasthan Royals,Sunrisers Hyderabad,144,2,107,2,43,38,2,0,18,5,1,0,2,0
2013,N,598033,1,Mumbai Indians,Royal Challengers Bangalore,185,9,120,7,37,43,11,0,18,8,3,2,2,3
2013,N,598033,2,Royal Challengers Bangalore,Mumbai Indians,125,11,120,7,55,39,8,1,12,3,4,0,6,0
2013,N,598034,1,Chennai Super Kings,Kolkata Knight Riders,197,3,120,3,27,52,13,1,20,6,2,0,2,1
2013,N,598034,2,Kolkata Knight Riders,Chennai Super Kings,166,20,120,4,38,48,4,0,20,5,7,2,1,1
2013,N,598035,1,Delhi Capitals,Pune Warriors,150,14,120,5,51,40,7,0,12,8,8,0,5,0
2013,N,598035,2,Pune Warriors,Delhi Capitals,143,6,120,4,48,37,11,2,18,1,3,0,4,0
2013,N,598036,1,Royal Challengers Bangalore,Rajasthan Royals,161,10,120,6,40,41,13,1,15,5,5,1,4,1
2013,N,598036,2,Rajasthan Royals,Royal Challengers Bangalore,168,5,119,6,36,47,9,3,16,5,2,2,3,1
2013,N,598037,1,Mumbai Indians,Kings XI Punjab,166,8,120,3,44,47,2,0,14,9,5,2,1,0
2013,N,598037,2,Kings XI Punjab,Mumbai Indians,157,13,120,10,47,41,8,0,11,9,6,1,9,0
2013,N,598038,1,Chennai Super Kings,Pune Warriors,160,4,120,3,33,56,11,0,13,5,1,2,1,0
2013,N,598038,2,Pune Warriors,Chennai Super Kings,121,6,120,9,55,42,9,0,9,4,4,1,4,3
2013,N,598039,1,Mumbai Indians,Sunrisers Hyderabad,122,7,120,4,52,45,8,0,12,2,5,2,2,0
2013,N,598039,2,Sunrisers Hyderabad,Mumbai Indians,127,3,108,3,42,41,9,0,15,1,3,0,2,0
2013,N,598040,1,Kolkata Knight Riders,Delhi Capitals,129,7,120,7,60,32,7,1,14,4,5,1,5,1
2013,N,598040,2,Delhi Capitals,Kolkata Knight Riders,135,2,107,3,42,36,10,1,13,4,1,0,3,0
2013,N,598041,1,Chennai Super Kings,Kings XI Punjab,183,3,120,4,32,51,14,0,14,8,2,0,2,1
2013,N,598041,2,Kings XI Punjab,Chennai Super Kings,168,3,120,6,34,54,6,0,18,5,0,3,3,0
2013,N,598042,1,Royal Challengers Bangalore,Pune Warriors,175,12,120,3,36,49,11,0,17,6,3,1,2,0
2013,N,598042,2,Pune Warriors,Royal Challengers Bangalore,164,6,120,9,43,50,3,2,9,11,4,2,6,1
2013,N,598043,1,Rajasthan Royals,Kolkata Knight Riders,125,7,120,6,43,58,5,0,11,2,6,3,2,0
2013,N,598043,2,Kolkata Knight Riders,Rajasthan Royals,123,10,104,2,40,42,4,1,10,5,4,0,1,0
2013,N,598044,1,Delhi Capitals,Sunrisers Hyderabad,74,6,115,10,66,32,10,0,4,1,2,5,2,1
2013,N,598044,2,Sunrisers Hyderabad,Delhi Capitals,78,3,83,4,39,30,5,0,8,1,3,1,2,0
2013,N,598045,1,Royal Challengers Bangalore,Kings XI Punjab,167,7,120,5,49,42,5,0,15,8,6,3,2,0
2013,N,598045,2,Kings XI Punjab,Royal Challengers Bangalore,168,8,109,3,32,40,7,0,21,5,4,2,1,0
2013,N,598046,1,Mumbai Indians,Chennai Super Kings,135,4,120,5,57,38,7,1,11,6,4,2,2,0
2013,N,598046,2,Chennai Super Kings,Mumbai Indians,70,9,92,10,51,26,7,0,6,1,4,4,6,0
2013,N,598047,1,Pune Warriors,Rajasthan Royals,167,11,120,4,50,34,10,1,20,5,7,1,2,1
2013,N,598047,2,Rajasthan Royals,Pune Warriors,179,3,119,5,36,49,7,2,20,5,3,1,4,0
2013,N,598048,1,Sunrisers Hyderabad,Royal Challengers Bangalore,156,5,120,6,39,55,9,0,10,7,5,3,3,0
2013,N,598048,2,Royal Challengers Bangalore,Sunrisers Hyderabad,157,5,106,3,42,31,8,0,17,7,4,0,3,0
2013,N,598049,1,Delhi Capitals,Rajasthan Royals,147,7,120,4,49,37,11,0,19,2,5,1,3,0
2013,N,598049,2,Rajasthan Royals,Delhi Capitals,144,11,107,1,29,47,11,1,15,2,5,0,1,0
2013,N,598050,1,Mumbai Indians,Kolkata Knight Riders,159,11,120,6,47,41,7,0,20,4,6,1,3,2
2013,N,598050,2,Kolkata Knight Riders,Mumbai Indians,96,9,110,10,55,36,2,0,8,4,0,3,4,1
2013,N,598051,1,Chennai Super Kings,Sunrisers Hyderabad,213,10,120,3,33,47,7,1,21,10,8,1,2,0
2013,N,598051,2,Sunrisers Hyderabad,Chennai Super Kings,142,4,120,8,48,48,7,0,11,6,4,0,6,2
2013,N,598052,1,Kings XI Punjab,Rajasthan Royals,136,9,120,6,40,51,11,1,12,2,3,2,2,0
2013,N,598052,2,Rajasthan Royals,Kings XI Punjab,141,6,114,2,39,51,6,0,12,5,3,2,0,0
2013,N,598053,1,Kolkata Knight Riders,Pune Warriors,141,11,120,6,43,44,11,1,15,2,4,0,5,0
2013,N,598053,2,Pune Warriors,Kolkata Knight Riders,102,4,117,10,50,57,1,1,4,4,3,3,6,0
2013,N,598054,1,Royal Challengers Bangalore,Delhi Capitals,178,5,120,4,38,48,9,0,19,6,4,2,0,1
2013,N,598054,2,Delhi Capitals,Royal Challengers Bangalore,168,11,120,7,42,41,7,1,23,3,5,4,3,0
2013,N,598055,1,Pune Warriors,Mumbai Indians,108,4,120,8,48,52,9,0,5,3,1,2,5,1
2013,N,598055,2,Mumbai Indians,Pune Warriors,112,4,113,5,52,44,3,0,11,3,3,1,4,0
2013,N,598056,1,Sunrisers Hyderabad,Kings XI Punjab,146,4,120,7,48,41,8,1,14,5,1,3,2,1
2013,N,598056,2,Kings XI Punjab,Sunrisers Hyderabad,112,8,120,9,60,35,8,1,10,3,2,2,5,2
2013,N,598057,1,Royal Challengers Bangalore,Kolkata Knight Riders,112,3,120,9,44,54,13,0,5,2,1,4,4,0
2013,N,598057,2,Kolkata Knight Riders,Royal Challengers Bangalore,111,5,116,5,58,35,6,2,13,1,4,1,4,0
2013,N,598058,1,Chennai Super Kings,Rajasthan Royals,133,8,120,4,49,34,16,1,16,0,3,1,2,1
2013,N,598058,2,Rajasthan Royals,Chennai Super Kings,143,1,103,5,47,29,5,2,11,9,1,2,3,0
2013,N,598059,1,Delhi Capitals,Kings XI Punjab,113,7,120,7,49,51,5,0,10,2,3,1,6,0
2013,N,598059,2,Kings XI Punjab,Delhi Capitals,115,6,102,5,42,37,6,0,15,1,1,1,2,1
2013,N,598060,1,Sunrisers Hyderabad,Mumbai Indians,171,7,120,3,35,53,8,0,18,5,6,0,3,0
2013,N,598060,2,Mumbai Indians,Sunrisers Hyderabad,177,7,117,4,39,49,5,0,13,10,5,1,1,0
2013,N,598061,1,Pune Warriors,Kolkata Knight Riders,169,1,120,4,40,50,9,1,11,9,1,2,1,1
2013,N,598061,2,Kolkata Knight Riders,Pune Warriors,148,15,120,7,43,49,6,1,15,4,3,2,2,2
2013,N,598062,1,Chennai Super Kings,Delhi Capitals,158,10,120,4,37,48,15,2,11,5,4,1,2,1
2013,N,598062,2,Delhi Capitals,Chennai Super Kings,126,9,120,9,49,46,12,0,8,4,4,1,8,0
2013,N,598063,1,Mumbai Indians,Rajasthan Royals,159,7,120,8,43,43,10,0,15,6,4,1,5,2
2013,N,598063,2,Rajasthan Royals,Mumbai Indians,136,16,120,7,54,34,6,2,15,4,4,2,5,0
2013,N,598064,1,Royal Challengers Bangalore,Kings XI Punjab,180,10,120,3,41,36,11,0,21,6,5,2,1,0
2013,N,598064,2,Kings XI Punjab,Royal Challengers Bangalore,183,11,108,4,31,36,10,2,18,8,5,1,3,0
2013,N,598065,1,Sunrisers Hyderabad,Rajasthan Royals,121,15,120,9,39,47,17,0,7,2,4,2,5,2
2013,N,598065,2,Rajasthan Royals,Sunrisers Hyderabad,107,6,120,9,58,39,8,0,7,4,1,3,5,1
2013,N,598066,1,Kings XI Punjab,Mumbai Indians,176,7,120,8,43,40,5,0,24,5,4,5,2,1
2013,N,598066,2,Mumbai Indians,Kings XI Punjab,124,9,115,9,50,42,6,0,10,5,3,4,4,0
2013,N,598067,1,Pune Warriors,Delhi Capitals,167,5,120,5,41,50,5,1,13,8,3,1,4,0
2013,N,598067,2,Delhi Capitals,Pune Warriors,118,16,120,9,52,47,4,1,12,2,7,2,7,0
2013,N,598068,1,Royal Challengers Bangalore,Chennai Super Kings,101,5,48,2,15,11,1,0,10,8,2,0,2,0
2013,N,598068,2,Chennai Super Kings,Royal Challengers Bangalore,80,2,48,6,15,18,4,0,6,5,2,0,5,0
2013,N,598069,1,Kolkata Knight Riders,Sunrisers Hyderabad,116,14,120,7,52,43,8,1,9,3,3,2,4,1
2013,N,598069,2,Sunrisers Hyderabad,Kolkata Knight Riders,123,9,113,5,46,47,4,0,11,4,4,3,1,1
2013,N,598070,1,Chennai Super Kings,Mumbai Indians,191,1,120,1,24,62,8,1,17,7,0,0,1,0
2013,N,598070,2,Mumbai Indians,Chennai Super Kings,139,5,112,10,43,41,8,0,10,7,2,1,9,0
2013,N,598071,1,Sunrisers Hyderabad,Rajasthan Royals,126,6,120,7,53,45,5,1,11,4,4,0,5,2
2013,N,598071,2,Rajasthan Royals,Sunrisers Hyderabad,131,4,116,6,57,35,6,0,12,6,2,3,2,0
2013,N,598072,1,Rajasthan Royals,Mumbai Indians,151,14,120,6,45,45,6,0,22,1,5,1,5,0
2013,N,598072,2,Mumbai Indians,Rajasthan Royals,159,10,119,6,42,42,8,0,15,6,4,2,4,0
2013,N,598073,1,Mumbai Indians,Chennai Super Kings,143,5,120,9,49,45,4,0,18,3,3,4,3,1
2013,N,598073,2,Chennai Super Kings,Mumbai Indians,116,9,120,9,62,36,6,0,8,6,7,2,7,0
2014,N,729279,1,Kolkata Knight Riders,Mumbai Indians,155,8,120,5,42,47,11,0,14,5,4,2,3,0
2014,N,729279,2,Mumbai Indians,Kolkata Knight Riders,117,5,120,7,52,39,19,0,7,2,1,3,1,0
2014,N,729281,1,Delhi Capitals,Royal Challengers Bangalore,135,10,120,4,43,53,11,0,9,4,6,1,3,0
2014,N,729281,2,Royal Challengers Bangalore,Delhi Capitals,142,4,100,2,41,36,4,0,10,9,4,1,1,0
2014,N,729283,1,Chennai Super Kings,Kings XI Punjab,191,14,120,4,34,48,11,0,15,10,8,0,4,0
2014,N,729283,2,Kings XI Punjab,Chennai Super Kings,200,6,113,4,30,36,15,0,26,5,5,4,0,0
2014,N,729285,1,Sunrisers Hyderabad,Rajasthan Royals,118,15,120,6,38,56,13,0,6,2,5,0,6,0
2014,N,729285,2,Rajasthan Royals,Sunrisers Hyderabad,130,5,117,6,45,42,13,0,14,1,2,1,5,0
2014,N,729287,1,Mumbai Indians,Royal Challengers Bangalore,103,12,120,9,48,50,9,1,8,0,4,1,7,1
2014,N,729287,2,Royal Challengers Bangalore,Mumbai Indians,114,2,105,3,42,40,7,2,12,1,1,2,1,0
2014,N,729289,1,Kolkata Knight Riders,Delhi Capitals,152,14,120,5,35,58,9,0,15,2,9,2,3,0
2014,N,729289,2,Delhi Capitals,Kolkata Knight Riders,156,11,117,6,40,43,10,0,13,6,3,2,3,1
2014,N,729291,1,Rajasthan Royals,Kings XI Punjab,185,6,120,5,46,35,8,2,16,10,3,3,1,1
2014,N,729291,2,Kings XI Punjab,Rajasthan Royals,184,9,112,3,29,43,11,1,11,12,4,0,3,0
2014,N,729293,1,Chennai Super Kings,Delhi Capitals,171,6,120,7,33,46,18,1,14,5,3,1,5,1
2014,N,729293,2,Delhi Capitals,Chennai Super Kings,82,2,94,9,46,30,9,2,7,0,2,2,7,0
2014,N,729295,1,Kings XI Punjab,Sunrisers Hyderabad,184,9,120,6,46,34,8,0,14,13,4,1,5,0
2014,N,729295,2,Sunrisers Hyderabad,Kings XI Punjab,113,8,116,10,47,50,6,1,6,4,5,4,6,0
2014,N,729297,1,Chennai Super Kings,Rajasthan Royals,127,13,120,6,48,47,11,0,10,3,7,0,5,1
2014,N,729297,2,Rajasthan Royals,Chennai Super Kings,131,2,119,10,53,40,12,1,7,6,2,1,6,2
2014,N,729299,1,Kolkata Knight Riders,Royal Challengers Bangalore,143,7,120,7,38,53,13,0,7,6,4,1,6,0
2014,N,729299,2,Royal Challengers Bangalore,Kolkata Knight Riders,140,8,120,5,49,41,8,1,18,1,3,2,3,0
2014,N,729301,1,Sunrisers Hyderabad,Delhi Capitals,179,5,120,1,37,46,9,1,16,8,2,0,1,0
2014,N,729301,2,Delhi Capitals,Sunrisers Hyderabad,174,6,120,4,35,51,7,0,18,6,3,0,4,0
2014,N,729303,1,Mumbai Indians,Chennai Super Kings,140,1,120,7,42,54,7,0,12,4,0,2,4,1
2014,N,729303,2,Chennai Super Kings,Mumbai Indians,135,7,114,3,46,41,8,0,9,7,3,0,1,0
2014,N,729305,1,Royal Challengers Bangalore,Rajasthan Royals,66,4,90,10,50,24,6,0,6,1,1,3,6,1
2014,N,729305,2,Rajasthan Royals,Royal Challengers Bangalore,68,3,78,4,47,15,4,3,6,2,2,0,3,1
2014,N,729307,1,Kings XI Punjab,Kolkata Knight Riders,127,5,120,9,48,44,10,1,12,2,2,5,2,1
2014,N,729307,2,Kolkata Knight Riders,Kings XI Punjab,99,10,110,10,52,32,9,1,10,1,5,5,3,1
2014,N,729309,1,Mumbai Indians,Delhi Capitals,114,11,120,7,53,48,2,1,10,3,4,1,3,2
2014,N,729309,2,Delhi Capitals,Mumbai Indians,117,9,113,4,45,44,9,1,10,2,1,1,3,0
2014,N,729311,1,Sunrisers Hyderabad,Chennai Super Kings,129,16,120,5,37,59,5,0,9,4,3,2,3,0
2014,N,729311,2,Chennai Super Kings,Sunrisers Hyderabad,142,4,117,5,44,46,6,0,9,8,0,2,3,0
2014,N,729313,1,Royal Challengers Bangalore,Kings XI Punjab,114,10,120,8,55,43,7,0,8,4,1,4,4,0
2014,N,729313,2,Kings XI Punjab,Royal Challengers Bangalore,115,12,113,5,47,42,10,0,13,0,6,0,5,0
2014,Y,729315,1,Rajasthan Royals,Kolkata Knight Riders,147,5,120,5,45,42,14,1,17,1,3,2,2,1
2014,Y,729315,2,Kolkata Knight Riders,Rajasthan Royals,141,11,120,8,40,46,16,1,12,2,7,3,4,1
2014,N,729317,1,Sunrisers Hyderabad,Mumbai Indians,154,18,120,5,33,52,14,0,11,5,5,0,5,0
2014,N,729317,2,Mumbai Indians,Sunrisers Hyderabad,148,9,120,7,50,39,7,1,14,6,6,3,4,0
2014,N,733971,1,Chennai Super Kings,Kolkata Knight Riders,142,6,102,3,33,36,9,0,13,6,1,1,2,0
2014,N,733971,2,Kolkata Knight Riders,Chennai Super Kings,110,4,102,9,47,34,5,1,8,5,1,3,5,1
2014,N,733973,1,Kings XI Punjab,Mumbai Indians,155,13,120,5,45,43,6,0,16,6,5,0,4,1
2014,N,733973,2,Mumbai Indians,Kings XI Punjab,164,6,115,5,47,32,9,0,15,9,3,2,3,0
2014,N,733975,1,Delhi Capitals,Rajasthan Royals,148,4,120,5,37,59,3,1,14,4,1,0,4,0
2014,N,733975,2,Rajasthan Royals,Delhi Capitals,152,4,111,3,40,40,11,0,12,7,3,1,1,0
2014,N,733977,1,Sunrisers Hyderabad,Royal Challengers Bangalore,145,10,120,6,46,46,6,1,12,6,7,1,5,0
2014,N,733977,2,Royal Challengers Bangalore,Sunrisers Hyderabad,153,5,119,6,58,33,5,0,11,11,4,2,3,1
2014,N,733979,1,Rajasthan Royals,Kolkata Knight Riders,163,7,120,6,37,48,12,2,12,6,4,0,4,1
2014,N,733979,2,Kolkata Knight Riders,Rajasthan Royals,150,10,120,6,35,56,6,1,12,5,5,2,2,0
2014,N,733981,1,Delhi Capitals,Chennai Super Kings,167,11,120,5,45,42,5,1,16,8,4,1,3,1
2014,N,733981,2,Chennai Super Kings,Delhi Capitals,170,11,118,2,47,36,5,0,16,10,2,0,2,0
2014,N,733983,1,Mumbai Indians,Royal Challengers Bangalore,162,25,120,5,41,40,9,0,14,8,8,1,3,1
2014,N,733983,2,Royal Challengers Bangalore,Mumbai Indians,158,10,120,8,48,42,4,0,15,8,4,4,3,1
2014,N,733985,1,Delhi Capitals,Kolkata Knight Riders,152,8,120,5,40,52,6,0,13,6,2,1,3,1
2014,N,733985,2,Kolkata Knight Riders,Delhi Capitals,149,12,110,2,25,52,10,1,14,3,1,1,1,0
2014,N,733987,1,Kings XI Punjab,Chennai Super Kings,221,10,120,4,36,37,5,0,24,13,5,2,2,0
2014,N,733987,2,Chennai Super Kings,Kings XI Punjab,183,4,120,6,30,49,17,0,19,4,3,1,4,1
2014,N,733989,1,Sunrisers Hyderabad,Rajasthan Royals,122,12,120,9,43,48,7,0,15,0,2,3,3,2
2014,N,733989,2,Rajasthan Royals,Sunrisers Hyderabad,92,10,119,10,56,47,6,1,6,1,5,1,7,1
2014,N,733991,1,Kings XI Punjab,Royal Challengers Bangalore,183,15,120,8,40,42,9,0,19,7,11,2,6,0
2014,N,733991,2,Royal Challengers Bangalore,Kings XI Punjab,160,6,120,9,52,38,8,0,13,8,4,1,8,0
2014,N,733993,1,Delhi Capitals,Sunrisers Hyderabad,138,5,120,7,43,51,7,1,10,5,1,1,6,0
2014,N,733993,2,Sunrisers Hyderabad,Delhi Capitals,33,11,26,2,8,11,1,0,2,2,4,1,1,0
2014,N,733995,1,Mumbai Indians,Chennai Super Kings,152,5,120,6,48,44,10,0,10,8,4,0,6,0
2014,N,733995,2,Chennai Super Kings,Mumbai Indians,149,11,117,6,42,41,10,0,13,6,5,3,1,1
2014,N,733997,1,Kings XI Punjab,Kolkata Knight Riders,145,4,120,8,42,49,8,0,17,2,2,4,2,1
2014,N,733997,2,Kolkata Knight Riders,Kings XI Punjab,145,5,108,1,34,41,13,0,18,1,3,0,1,0
2014,N,733999,1,Royal Challengers Bangalore,Rajasthan Royals,183,7,120,5,46,39,6,0,15,12,5,1,4,0
2014,N,733999,2,Rajasthan Royals,Royal Challengers Bangalore,184,7,113,5,35,42,9,0,19,7,5,2,2,0
2014,N,734001,1,Sunrisers Hyderabad,Mumbai Indians,151,6,120,3,49,41,8,0,16,5,4,1,1,1
2014,N,734001,2,Mumbai Indians,Sunrisers Hyderabad,157,3,112,3,41,40,9,1,15,6,3,1,1,0
2014,N,734003,1,Rajasthan Royals,Chennai Super Kings,136,12,120,8,53,39,6,1,10,7,3,4,3,1
2014,N,734003,2,Chennai Super Kings,Rajasthan Royals,141,8,118,5,37,54,9,1,9,5,5,2,3,0
2014,N,734005,1,Royal Challengers Bangalore,Delhi Capitals,177,9,120,4,45,35,13,0,11,12,5,2,1,1
2014,N,734005,2,Delhi Capitals,Royal Challengers Bangalore,160,10,120,7,37,57,4,0,11,8,4,3,2,1
2014,N,734007,1,Sunrisers Hyderabad,Kings XI Punjab,190,15,120,5,41,48,5,1,13,11,9,1,3,1
2014,N,734007,2,Kings XI Punjab,Sunrisers Hyderabad,207,4,112,4,31,36,10,1,19,12,1,0,1,1
2014,N,734009,1,Mumbai Indians,Kolkata Knight Riders,134,7,120,5,51,43,8,2,11,4,5,2,3,0
2014,N,734009,2,Kolkata Knight Riders,Mumbai Indians,137,5,112,4,40,45,9,0,14,3,4,3,1,0
2014,N,734011,1,Rajasthan Royals,Delhi Capitals,186,15,120,6,34,51,5,0,13,12,5,2,2,1
2014,N,734011,2,Delhi Capitals,Rajasthan Royals,130,9,120,9,43,54,5,0,12,3,6,3,4,1
2014,N,734013,1,Chennai Super Kings,Royal Challengers Bangalore,132,6,120,4,43,52,8,0,10,4,3,0,4,0
2014,N,734013,2,Royal Challengers Bangalore,Chennai Super Kings,129,13,119,5,55,37,6,0,8,8,3,1,3,0
2014,N,734015,1,Sunrisers Hyderabad,Kolkata Knight Riders,132,10,120,8,52,42,7,0,13,4,6,2,5,1
2014,N,734015,2,Kolkata Knight Riders,Sunrisers Hyderabad,145,1,118,3,41,53,5,0,13,5,0,0,2,1
2014,N,734017,1,Mumbai Indians,Rajasthan Royals,172,6,120,3,38,47,10,1,12,9,3,0,2,1
2014,N,734017,2,Rajasthan Royals,Mumbai Indians,145,8,120,8,50,39,15,0,7,8,7,0,7,0
2014,N,734019,1,Delhi Capitals,Kings XI Punjab,159,5,120,7,43,45,10,0,16,5,4,2,5,0
2014,N,734019,2,Kings XI Punjab,Delhi Capitals,150,15,118,6,47,38,8,1,13,6,11,2,4,0
2014,N,734021,1,Royal Challengers Bangalore,Sunrisers Hyderabad,153,7,120,6,43,45,10,0,13,6,3,2,3,1
2014,N,734021,2,Sunrisers Hyderabad,Royal Challengers Bangalore,154,7,118,3,43,42,10,0,11,8,3,0,2,1
2014,N,734023,1,Chennai Super Kings,Kolkata Knight Riders,151,3,120,4,44,53,6,0,8,9,3,1,2,1
2014,N,734023,2,Kolkata Knight Riders,Chennai Super Kings,152,4,108,2,32,44,7,0,19,3,1,1,1,0
2014,N,734025,1,Kings XI Punjab,Mumbai Indians,148,8,120,8,54,32,13,0,12,7,3,2,3,2
2014,N,734025,2,Mumbai Indians,Kings XI Punjab,149,10,114,3,38,47,10,0,16,3,6,1,2,0
2014,N,734027,1,Kolkata Knight Riders,Royal Challengers Bangalore,188,7,120,4,39,42,9,0,20,7,5,1,2,1
2014,N,734027,2,Royal Challengers Bangalore,Kolkata Knight Riders,155,10,120,5,37,47,13,0,14,4,2,3,2,0
2014,N,734029,1,Chennai Super Kings,Sunrisers Hyderabad,177,8,120,3,41,46,4,1,15,10,1,1,1,1
2014,N,734029,2,Sunrisers Hyderabad,Chennai Super Kings,184,5,118,4,33,47,12,1,17,7,3,1,2,1
2014,N,734031,1,Mumbai Indians,Delhi Capitals,164,9,117,10,31,54,6,0,20,3,3,1,6,3
2014,N,734031,2,Delhi Capitals,Mumbai Indians,152,6,120,4,41,51,6,0,13,6,3,2,1,0
2014,N,734033,1,Kings XI Punjab,Rajasthan Royals,165,14,120,4,38,45,9,0,16,6,4,0,3,1
2014,N,734033,2,Rajasthan Royals,Kings XI Punjab,156,7,120,8,43,42,12,2,9,8,3,2,4,0
2014,N,734035,1,Royal Challengers Bangalore,Chennai Super Kings,148,6,120,6,43,48,9,2,10,6,4,5,1,0
2014,N,734035,2,Chennai Super Kings,Royal Challengers Bangalore,155,5,106,2,30,49,6,0,13,7,1,0,1,0
2014,N,734037,1,Sunrisers Hyderabad,Kolkata Knight Riders,139,21,120,7,59,27,3,0,19,5,4,1,1,3
2014,N,734037,2,Kolkata Knight Riders,Sunrisers Hyderabad,156,5,86,6,33,24,5,0,13,10,4,1,4,1
2014,N,734039,1,Delhi Capitals,Kings XI Punjab,108,7,109,10,51,37,4,1,15,0,2,2,7,1
2014,N,734039,2,Kings XI Punjab,Delhi Capitals,104,15,83,3,35,25,6,1,10,4,6,1,2,0
2014,N,734041,1,Rajasthan Royals,Mumbai Indians,184,5,120,4,40,43,8,1,17,9,3,0,4,0
2014,N,734041,2,Mumbai Indians,Rajasthan Royals,188,7,88,5,22,25,6,1,19,12,4,1,3,1
2014,N,734043,1,Kolkata Knight Riders,Kings XI Punjab,156,7,120,8,45,44,4,0,17,6,3,2,5,1
2014,N,734043,2,Kings XI Punjab,Kolkata Knight Riders,130,5,120,8,52,44,8,0,4,9,2,2,4,1
2014,N,734045,1,Mumbai Indians,Chennai Super Kings,171,2,120,8,41,49,3,2,14,9,0,2,6,0
2014,N,734045,2,Chennai Super Kings,Mumbai Indians,167,9,112,3,35,44,6,1,15,8,6,0,2,0
2014,N,734047,1,Kings XI Punjab,Chennai Super Kings,215,11,120,6,33,46,6,1,19,13,9,1,4,1
2014,N,734047,2,Chennai Super Kings,Kings XI Punjab,186,16,120,7,37,46,6,0,16,10,8,1,3,2
2014,N,734049,1,Kings XI Punjab,Kolkata Knight Riders,191,8,120,4,40,35,14,0,17,10,2,1,2,0
2014,N,734049,2,Kolkata Knight Riders,Kings XI Punjab,194,6,117,7,36,45,9,0,15,11,6,0,6,1
2015,N,829705,1,Mumbai Indians,Kolkata Knight Riders,165,3,120,3,47,43,4,0,18,7,2,0,3,0
2015,N,829705,2,Kolkata Knight Riders,Mumbai Indians,166,4,111,3,38,42,7,0,11,11,2,0,3,0
2015,N,829707,1,Chennai Super Kings,Delhi Capitals,136,14,120,7,48,37,13,1,13,3,3,2,4,0
2015,N,829707,2,Delhi Capitals,Chennai Super Kings,144,5,120,9,43,48,12,0,15,2,5,2,6,1
2015,N,829709,1,Rajasthan Royals,Kings XI Punjab,141,21,120,7,49,40,8,1,10,7,8,3,4,0
2015,N,829709,2,Kings XI Punjab,Rajasthan Royals,127,9,120,8,59,33,7,2,14,3,7,1,5,2
2015,N,829711,1,Chennai Super Kings,Sunrisers Hyderabad,194,15,120,4,46,38,4,0,15,14,8,0,1,3
2015,N,829711,2,Sunrisers Hyderabad,Chennai Super Kings,153,11,120,6,34,55,12,0,8,7,4,2,4,0
2015,N,829713,1,Kolkata Knight Riders,Royal Challengers Bangalore,171,6,120,6,37,47,7,0,23,3,3,0,4,2
2015,N,829713,2,Royal Challengers Bangalore,Kolkata Knight Riders,171,8,114,7,40,44,2,1,12,12,1,2,1,2
2015,N,829715,1,Delhi Capitals,Rajasthan Royals,175,9,120,3,37,51,8,0,12,10,7,0,2,0
2015,N,829715,2,Rajasthan Royals,Delhi Capitals,180,6,120,7,38,44,14,0,15,8,5,3,3,0
2015,N,829717,1,Kings XI Punjab,Mumbai Indians,171,6,120,5,37,47,8,0,21,4,3,0,5,0
2015,N,829717,2,Mumbai Indians,Kings XI Punjab,151,8,120,7,58,32,4,0,14,9,5,2,4,0
2015,N,829719,1,Royal Challengers Bangalore,Sunrisers Hyderabad,150,16,119,10,51,36,6,0,15,7,7,4,6,0
2015,N,829719,2,Sunrisers Hyderabad,Royal Challengers Bangalore,156,16,104,2,29,49,4,0,14,6,7,1,0,0
2015,N,829721,1,Mumbai Indians,Rajasthan Royals,159,5,120,6,58,26,7,1,17,8,1,2,3,0
2015,N,829721,2,Rajasthan Royals,Mumbai Indians,161,4,115,3,35,44,17,1,15,3,4,1,2,0
2015,N,829723,1,Chennai Super Kings,Kolkata Knight Riders,145,20,120,9,52,33,3,0,19,5,2,4,4,0
2015,N,829723,2,Kolkata Knight Riders,Chennai Super Kings,159,10,119,3,37,51,11,0,11,7,5,0,3,0
2015,N,829725,1,Kings XI Punjab,Delhi Capitals,157,8,120,7,42,51,9,0,7,10,6,2,5,0
2015,N,829725,2,Delhi Capitals,Kings XI Punjab,158,11,119,5,42,45,7,0,17,5,8,1,3,1
2015,N,829727,1,Sunrisers Hyderabad,Rajasthan Royals,121,6,120,5,60,35,9,0,11,4,5,3,1,1
2015,N,829727,2,Rajasthan Royals,Sunrisers Hyderabad,124,7,120,4,48,44,10,0,15,0,4,1,2,0
2015,N,829729,1,Mumbai Indians,Chennai Super Kings,176,7,120,7,46,36,12,0,14,10,4,1,6,0
2015,N,829729,2,Chennai Super Kings,Mumbai Indians,178,11,100,4,35,31,4,0,21,9,11,1,2,0
2015,N,829731,1,Delhi Capitals,Sunrisers Hyderabad,158,9,120,4,39,52,8,0,9,9,6,1,3,0
2015,N,829731,2,Sunrisers Hyderabad,Delhi Capitals,159,4,120,8,40,50,9,1,10,8,1,3,3,1
2015,N,829733,1,Kings XI Punjab,Kolkata Knight Riders,142,13,120,9,46,46,7,0,10,7,3,0,8,1
2015,N,829733,2,Kolkata Knight Riders,Kings XI Punjab,157,2,107,6,42,30,8,1,21,4,1,3,3,0
2015,N,829735,1,Chennai Super Kings,Rajasthan Royals,150,6,120,4,49,37,10,1,18,3,3,1,3,0
